,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windspeed,winddir,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source
738,2022-05-24,1653325200,93.2,80.5,86.3,102.8,86.9,96.0,76.4,74.0,1.0,100.0,37.5,0.0,0.0,13.9,256.7,55.5,6.4,261.4,22.4,9.0,05:29:54,1653344994,18:10:18,1653390618,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48894099999', '48900099999', 'VVTS']",obs
739,2022-05-25,1653411600,93.2,80.5,86.4,105.0,88.0,97.1,77.3,75.9,1.0,100.0,8.33,0.0,0.0,11.4,270.8,52.7,6.2,207.5,18.0,8.0,05:29:50,1653431390,18:10:34,1653477034,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
740,2022-05-26,1653498000,91.4,73.4,83.6,105.1,73.4,92.0,76.9,81.4,1.0,100.0,4.17,0.0,0.0,26.4,284.7,69.7,5.8,96.8,8.4,7.0,05:29:47,1653517787,18:10:49,1653563449,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
741,2022-05-27,1653584400,93.0,75.2,80.7,107.8,75.2,85.5,76.4,87.7,1.0,100.0,8.33,0.0,0.0,23.0,263.5,82.6,5.2,174.5,15.0,8.0,05:29:44,1653604184,18:11:05,1653649865,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
742,2022-05-28,1653670800,89.6,75.2,80.9,100.2,75.2,84.7,75.7,85.6,1.0,100.0,8.33,0.0,0.0,17.2,264.1,73.2,5.5,147.5,12.6,5.0,05:29:42,1653690582,18:11:21,1653736281,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
743,2022-05-29,1653757200,89.6,77.0,81.5,102.5,77.0,87.4,76.3,84.5,1.0,100.0,8.33,0.0,0.0,13.9,253.3,68.0,6.2,267.7,23.1,9.0,05:29:41,1653776981,18:11:37,1653822697,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
744,2022-05-30,1653843600,89.6,77.0,81.8,102.5,77.0,87.9,77.3,87.1,1.0,100.0,20.83,0.0,0.0,15.0,227.0,59.6,6.1,255.1,22.0,9.0,05:29:41,1653863381,18:11:54,1653909114,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48894099999', '48900099999', 'VVTS']",obs
745,2022-05-31,1653930000,93.2,78.7,85.5,105.1,78.7,94.7,77.4,78.2,1.0,100.0,20.83,0.0,0.0,11.4,226.4,50.8,6.0,197.3,17.0,9.0,05:29:41,1653949781,18:12:10,1653995530,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
746,2022-06-01,1654016400,91.4,82.2,84.8,107.8,92.0,96.5,78.4,81.4,1.0,100.0,33.33,0.0,0.0,9.2,204.4,63.0,6.4,234.7,20.1,9.0,05:29:43,1654036183,18:12:27,1654081947,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48894099999', '48900099999', 'VVTS']",obs
747,2022-06-02,1654102800,87.7,75.2,81.1,104.7,75.2,87.8,77.2,88.4,1.0,100.0,4.17,0.0,0.0,12.8,223.5,64.6,5.3,240.5,20.8,9.0,05:29:44,1654122584,18:12:43,1654168363,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
748,2022-06-03,1654189200,91.3,77.0,81.0,104.7,77.0,86.6,76.8,87.6,1.0,100.0,8.33,0.0,0.0,13.9,226.7,65.1,5.6,232.5,20.0,9.0,05:29:47,1654208987,18:13:00,1654254780,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
749,2022-06-04,1654275600,91.4,78.7,82.0,102.6,78.7,86.4,75.6,82.0,1.0,100.0,33.33,0.0,0.0,18.9,257.0,64.8,6.0,245.3,21.1,10.0,05:29:50,1654295390,18:13:16,1654341196,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48894099999', '48900099999', 'VVTS']",obs
750,2022-06-05,1654362000,91.4,76.9,83.8,105.0,76.9,90.2,74.7,75.1,1.0,100.0,4.17,0.0,0.0,10.3,267.6,55.6,6.2,242.4,21.0,10.0,05:29:54,1654381794,18:13:33,1654427613,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
751,2022-06-06,1654448400,95.0,78.7,85.3,110.8,78.7,95.4,77.5,78.2,1.0,100.0,12.5,0.0,0.0,12.1,263.9,57.0,6.2,219.5,19.1,9.0,05:29:59,1654468199,18:13:49,1654514029,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
752,2022-06-07,1654534800,93.2,80.5,86.3,105.1,87.0,95.9,76.1,72.7,1.0,100.0,25.0,0.0,0.0,9.2,278.9,56.9,6.6,237.6,20.5,10.0,05:30:05,1654554605,18:14:06,1654600446,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
753,2022-06-08,1654621200,95.0,80.5,87.4,105.1,86.1,96.1,74.8,68.0,1.0,100.0,4.17,0.0,0.0,8.1,301.0,39.0,6.3,286.8,24.8,9.0,05:30:11,1654641011,18:14:22,1654686862,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
754,2022-06-09,1654707600,96.8,75.7,88.0,107.4,75.7,96.8,74.9,67.6,1.0,100.0,16.67,0.0,0.0,10.0,307.2,48.6,6.2,289.5,25.1,10.0,05:30:17,1654727417,18:14:39,1654773279,0.32,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
755,2022-06-10,1654794000,93.2,78.5,84.9,110.8,78.5,92.0,76.0,76.8,1.0,100.0,4.17,0.0,0.0,8.1,277.8,64.2,5.6,231.7,20.0,9.0,05:30:25,1654813825,18:14:55,1654859695,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
756,2022-06-11,1654880400,95.0,80.5,86.7,107.4,85.9,96.4,76.0,71.8,1.0,100.0,16.67,0.0,0.0,9.2,291.1,50.9,6.0,233.8,20.3,9.0,05:30:32,1654900232,18:15:11,1654946111,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
757,2022-06-12,1654966800,93.2,77.0,81.4,105.0,77.0,85.6,75.0,82.0,1.0,100.0,4.17,0.0,0.0,13.2,171.5,62.4,5.7,223.1,19.2,9.0,05:30:41,1654986641,18:15:27,1655032527,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
758,2022-06-13,1655053200,91.4,77.0,83.6,108.1,77.0,91.9,77.1,81.7,1.0,100.0,4.17,0.0,0.0,10.3,213.3,50.5,5.5,247.3,21.2,10.0,05:30:50,1655073050,18:15:42,1655118942,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
759,2022-06-14,1655139600,93.2,78.7,86.1,104.9,78.7,95.1,75.9,72.7,1.0,100.0,16.67,0.0,0.0,10.3,199.0,54.4,6.4,227.2,19.6,9.0,05:30:59,1655159459,18:15:58,1655205358,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
760,2022-06-15,1655226000,91.4,80.6,84.5,105.1,86.1,93.6,76.3,77.0,1.0,100.0,25.0,0.0,0.0,10.3,214.4,53.3,6.4,249.3,21.4,9.0,05:31:09,1655245869,18:16:13,1655291773,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48894099999', '48900099999', 'VVTS']",obs
761,2022-06-16,1655312400,93.2,78.8,85.8,107.8,78.8,94.5,76.1,74.0,1.0,100.0,12.5,0.0,0.0,9.2,195.2,54.0,5.7,267.9,23.1,9.0,05:31:20,1655332280,18:16:28,1655378188,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
762,2022-06-17,1655398800,91.4,80.6,84.9,107.8,86.1,95.4,77.3,78.7,1.0,100.0,25.0,0.0,0.0,9.2,205.9,63.0,5.6,236.1,20.3,10.0,05:31:31,1655418691,18:16:43,1655464603,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
763,2022-06-18,1655485200,93.1,79.5,84.0,107.2,79.5,92.6,76.0,77.4,1.0,100.0,4.17,0.0,0.0,16.1,222.0,66.3,5.7,227.3,19.6,9.0,05:31:43,1655505103,18:16:57,1655551017,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
764,2022-06-19,1655571600,93.2,77.0,82.0,107.8,77.0,87.1,75.7,82.3,1.0,100.0,4.17,0.0,0.0,13.9,250.3,63.1,5.7,201.0,17.5,9.0,05:31:54,1655591514,18:17:11,1655637431,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
765,2022-06-20,1655658000,93.2,77.0,82.3,108.1,77.0,88.1,75.8,82.0,1.0,100.0,4.17,0.0,0.0,6.9,207.2,61.8,5.8,287.9,25.0,9.0,05:32:07,1655677927,18:17:25,1655723845,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
766,2022-06-21,1655744400,93.2,76.7,82.8,104.6,76.7,88.9,75.6,79.9,1.0,100.0,4.17,0.0,0.0,9.5,227.9,54.1,5.9,219.5,18.9,9.0,05:32:19,1655764339,18:17:38,1655810258,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
767,2022-06-22,1655830800,91.4,75.2,81.0,105.1,75.2,85.1,76.0,85.9,1.0,100.0,8.33,0.0,0.0,17.2,199.2,70.2,5.5,209.8,18.0,8.0,05:32:33,1655850753,18:17:51,1655896671,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
768,2022-06-23,1655917200,91.4,76.9,81.0,105.1,76.9,85.9,76.9,88.0,1.0,100.0,4.17,0.0,0.0,11.4,261.1,67.3,5.0,235.6,20.3,9.0,05:32:46,1655937166,18:18:03,1655983083,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
769,2022-06-24,1656003600,89.6,75.2,80.6,105.1,75.2,85.4,76.8,88.9,1.0,100.0,8.33,0.0,0.0,19.7,255.5,57.4,5.1,227.5,19.6,9.0,05:33:00,1656023580,18:18:15,1656069495,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
770,2022-06-25,1656090000,91.4,78.7,83.8,107.8,78.7,91.4,77.0,81.4,1.0,100.0,16.67,0.0,0.0,11.4,182.1,55.2,6.2,206.8,17.7,7.0,05:33:14,1656109994,18:18:26,1656155906,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
771,2022-06-26,1656176400,93.2,80.5,85.0,107.8,85.3,94.1,76.0,75.6,1.0,100.0,4.17,0.0,0.0,12.5,200.7,55.8,6.3,216.2,18.7,9.0,05:33:28,1656196408,18:18:37,1656242317,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
772,2022-06-27,1656262800,93.1,78.8,84.4,108.1,78.8,94.7,77.6,80.7,1.0,100.0,25.0,0.0,0.0,8.1,243.0,63.1,5.9,214.5,18.4,9.0,05:33:42,1656282822,18:18:48,1656328728,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
773,2022-06-28,1656349200,91.3,73.6,82.7,105.1,73.6,90.5,76.5,82.5,1.0,100.0,8.33,0.0,0.0,15.0,278.5,60.3,5.9,213.1,18.4,9.0,05:33:57,1656369237,18:18:58,1656415138,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48894099999', '48900099999', 'VVTS']",obs
774,2022-06-29,1656435600,93.2,80.5,85.5,110.3,84.5,95.8,77.1,77.3,1.0,100.0,29.17,0.0,0.0,18.3,268.0,47.2,6.3,248.4,21.4,9.0,05:34:12,1656455652,18:19:07,1656501547,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
775,2022-06-30,1656522000,91.4,78.7,83.1,110.7,78.7,92.2,77.2,82.9,1.0,100.0,8.33,0.0,0.0,13.9,256.7,69.8,6.0,252.2,21.8,9.0,05:34:27,1656542067,18:19:16,1656587956,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
776,2022-07-01,1656608400,87.8,77.0,81.7,102.3,77.0,88.2,77.0,85.8,1.0,100.0,4.17,0.0,0.0,13.9,249.9,80.9,6.2,177.0,15.3,7.0,05:34:42,1656628482,18:19:24,1656674364,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
777,2022-07-02,1656694800,86.0,80.4,82.4,101.8,86.0,90.7,77.0,84.0,1.0,100.0,12.5,0.0,0.0,13.9,239.6,68.5,6.1,220.5,19.1,8.0,05:34:58,1656714898,18:19:31,1656760771,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
778,2022-07-03,1656781200,86.0,77.0,81.4,101.8,77.0,88.8,77.1,86.8,1.0,100.0,4.17,0.0,0.0,11.4,239.5,71.3,6.3,234.7,20.2,8.0,05:35:13,1656801313,18:19:38,1656847178,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
779,2022-07-04,1656867600,91.3,78.7,83.4,107.4,78.7,92.4,77.6,83.2,1.0,100.0,41.67,0.0,0.0,12.8,247.0,55.7,6.4,292.1,25.2,9.0,05:35:29,1656887729,18:19:44,1656933584,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48894099999', '48900099999', 'VVTS']",obs
780,2022-07-05,1656954000,89.6,80.5,84.0,111.4,86.4,94.4,77.8,81.9,1.0,100.0,4.17,0.0,0.0,13.9,240.5,56.5,6.3,274.8,23.6,9.0,05:35:44,1656974144,18:19:50,1657019990,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
781,2022-07-06,1657040400,93.2,80.5,84.4,107.8,86.1,95.1,78.0,81.9,1.0,100.0,4.17,0.0,0.0,12.8,231.7,62.5,6.2,259.5,22.6,8.0,05:36:00,1657060560,18:19:54,1657106394,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
782,2022-07-07,1657126800,91.4,78.8,84.5,110.5,78.8,95.3,78.4,82.7,1.0,100.0,20.83,0.0,0.0,12.8,253.9,66.5,6.2,139.3,11.8,6.0,05:36:15,1657146975,18:19:58,1657192798,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
783,2022-07-08,1657213200,89.3,77.0,81.8,107.3,77.0,89.2,77.6,87.4,1.0,100.0,8.33,0.0,0.0,18.3,268.3,68.6,5.6,222.8,19.2,8.0,05:36:31,1657233391,18:20:02,1657279202,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48894099999', '48900099999', 'VVTS']",obs
784,2022-07-09,1657299600,89.6,77.0,81.3,102.5,77.0,86.6,77.3,88.1,1.0,100.0,8.33,0.0,0.0,19.7,283.4,73.0,5.0,114.0,9.7,7.0,05:36:46,1657319806,18:20:04,1657365604,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
785,2022-07-10,1657386000,87.8,75.1,79.7,101.8,75.1,83.5,75.2,86.8,1.0,100.0,8.33,0.0,0.0,18.3,275.9,75.6,5.5,66.3,5.9,4.0,05:37:02,1657406222,18:20:06,1657452006,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
786,2022-07-11,1657472400,87.8,77.0,80.4,102.3,77.0,84.7,75.8,86.3,1.0,100.0,8.33,0.0,0.0,15.0,271.8,68.4,6.2,92.9,8.1,6.0,05:37:17,1657492637,18:20:07,1657538407,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
787,2022-07-12,1657558800,84.3,77.0,79.6,96.0,77.0,82.7,77.1,92.2,1.0,100.0,8.33,0.0,0.0,12.3,261.4,77.0,5.5,60.2,5.0,4.0,05:37:32,1657579052,18:20:07,1657624807,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
788,2022-07-13,1657645200,87.8,76.9,80.8,102.3,76.9,85.8,76.4,87.1,1.0,100.0,4.17,0.0,0.0,18.3,267.5,68.2,6.0,90.5,7.8,4.0,05:37:47,1657665467,18:20:07,1657711207,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
789,2022-07-14,1657731600,87.8,77.0,81.6,99.9,77.0,87.1,76.4,84.6,1.0,100.0,4.17,0.0,0.0,16.1,258.8,64.9,5.9,205.0,17.7,8.0,05:38:02,1657751882,18:20:06,1657797606,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
790,2022-07-15,1657818000,89.3,77.0,81.3,110.5,77.0,88.0,77.4,87.9,1.0,100.0,4.17,0.0,0.0,17.2,257.6,63.4,6.1,256.0,22.2,8.0,05:38:17,1657838297,18:20:04,1657884004,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
791,2022-07-16,1657904400,91.3,78.8,82.8,108.1,78.8,90.9,77.7,85.4,1.0,100.0,4.17,0.0,0.0,12.8,235.5,61.1,5.9,274.7,23.8,9.0,05:38:31,1657924711,18:20:01,1657970401,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
792,2022-07-17,1657990800,91.4,78.7,82.9,107.8,78.7,91.0,77.4,84.2,1.0,100.0,33.33,0.0,0.0,16.1,236.4,62.7,6.2,272.4,23.4,10.0,05:38:46,1658011126,18:19:57,1658056797,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
793,2022-07-18,1658077200,91.4,78.6,83.8,110.8,78.6,91.8,77.3,81.9,1.0,100.0,4.17,0.0,0.0,11.4,260.5,63.1,6.2,250.6,21.5,9.0,05:39:00,1658097540,18:19:52,1658143192,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
794,2022-07-19,1658163600,89.6,77.0,81.6,105.1,77.0,87.3,76.9,86.4,1.0,100.0,8.33,0.0,0.0,13.5,262.8,63.5,6.1,284.7,24.5,10.0,05:39:14,1658183954,18:19:47,1658229587,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
795,2022-07-20,1658250000,85.5,76.9,78.2,100.5,76.9,79.9,76.0,93.2,1.0,100.0,12.5,0.0,0.0,13.9,196.0,71.6,5.4,74.1,6.5,6.0,05:39:28,1658270368,18:19:41,1658315981,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
796,2022-07-21,1658336400,84.2,76.9,78.2,97.9,76.9,79.8,76.8,95.4,1.0,100.0,4.17,0.0,0.0,10.3,166.7,73.0,4.9,115.0,10.2,6.0,05:39:41,1658356781,18:19:34,1658402374,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
797,2022-07-22,1658422800,95.0,75.1,83.2,110.8,75.1,89.7,75.5,80.0,1.0,100.0,4.17,0.0,0.0,10.3,89.1,44.8,5.2,292.6,25.2,9.0,05:39:54,1658443194,18:19:26,1658488766,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
798,2022-07-23,1658509200,91.4,77.0,82.0,105.0,77.0,87.1,76.2,83.6,1.0,100.0,29.17,0.0,0.0,13.6,120.7,60.2,6.0,256.3,21.9,9.0,05:40:07,1658529607,18:19:17,1658575157,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
799,2022-07-24,1658595600,93.2,77.0,84.0,107.8,77.0,91.3,76.8,80.6,1.0,100.0,8.33,0.0,0.0,11.4,142.3,62.3,5.6,276.4,23.9,10.0,05:40:19,1658616019,18:19:07,1658661547,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
800,2022-07-25,1658682000,95.0,78.8,85.4,109.9,78.8,95.8,77.4,77.9,1.0,100.0,29.17,0.0,0.0,12.8,127.9,60.3,6.3,290.2,24.9,10.0,05:40:31,1658702431,18:18:57,1658747937,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48894099999', '48900099999', 'VVTS']",obs
801,2022-07-26,1658768400,89.6,77.0,83.4,105.1,77.0,92.1,77.6,83.2,1.0,100.0,37.5,0.0,0.0,12.3,109.8,55.1,5.9,246.8,21.3,10.0,05:40:43,1658788843,18:18:45,1658834325,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48894099999', '48900099999', 'VVTS']",obs
802,2022-07-27,1658854800,89.6,77.0,82.8,108.1,77.0,89.6,76.5,82.1,1.0,100.0,4.17,0.0,0.0,9.2,180.8,50.0,5.7,266.6,23.0,9.0,05:40:55,1658875255,18:18:33,1658920713,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
803,2022-07-28,1658941200,91.4,77.0,82.6,108.1,77.0,89.1,76.9,83.6,1.0,100.0,4.17,0.0,0.0,10.6,268.3,52.8,5.5,276.8,23.8,10.0,05:41:06,1658961666,18:18:20,1659007100,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
804,2022-07-29,1659027600,95.0,77.0,84.7,109.9,77.0,93.3,76.8,78.5,1.0,100.0,8.33,0.0,0.0,10.6,254.4,55.3,5.5,260.4,22.6,9.0,05:41:16,1659048076,18:18:06,1659093486,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
805,2022-07-30,1659114000,93.2,80.5,85.1,110.8,87.1,96.1,77.8,79.7,1.0,100.0,29.17,0.0,0.0,17.2,251.4,64.6,6.0,230.4,19.9,9.0,05:41:27,1659134487,18:17:52,1659179872,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48894099999', '48900099999', 'VVTS']",obs
806,2022-07-31,1659200400,93.2,78.8,84.9,112.6,78.8,95.6,78.2,81.4,1.0,100.0,25.0,0.0,0.0,17.2,258.5,65.1,6.3,225.5,19.4,9.0,05:41:37,1659220897,18:17:36,1659266256,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
807,2022-08-01,1659286800,91.3,77.0,81.4,110.3,77.0,88.6,77.7,88.9,1.0,100.0,8.33,0.0,0.0,15.0,247.0,59.0,5.9,152.3,13.1,8.0,05:41:46,1659307306,18:17:20,1659352640,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
808,2022-08-02,1659373200,89.7,78.7,82.8,105.1,78.7,91.0,77.7,85.1,1.0,100.0,8.33,0.0,0.0,14.2,253.1,53.2,5.8,127.6,11.1,7.0,05:41:55,1659393715,18:17:03,1659439023,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
809,2022-08-03,1659459600,91.4,78.8,83.2,108.1,78.8,91.4,77.7,84.4,1.0,100.0,8.33,0.0,0.0,13.9,273.1,61.4,6.0,265.7,22.9,8.0,05:42:04,1659480124,18:16:45,1659525405,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
810,2022-08-04,1659546000,87.8,76.9,81.1,105.1,76.9,87.4,77.6,89.6,1.0,100.0,4.17,0.0,0.0,8.1,283.8,63.5,5.6,245.2,21.4,9.0,05:42:13,1659566533,18:16:26,1659611786,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
811,2022-08-05,1659632400,89.6,77.0,82.3,108.2,77.0,90.3,77.6,86.6,1.0,100.0,4.17,0.0,0.0,11.4,295.2,61.8,5.9,232.8,20.0,8.0,05:42:21,1659652941,18:16:07,1659698167,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
812,2022-08-06,1659718800,86.0,75.2,80.6,99.3,75.2,85.9,76.4,87.5,1.0,100.0,4.17,0.0,0.0,13.9,263.8,66.7,5.6,151.5,13.0,6.0,05:42:28,1659739348,18:15:46,1659784546,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
813,2022-08-07,1659805200,86.0,77.0,80.8,101.8,77.0,85.4,76.3,86.4,1.0,100.0,8.33,0.0,0.0,13.9,267.7,73.0,6.2,160.0,13.8,8.0,05:42:35,1659825755,18:15:25,1659870925,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48894099999', '48900099999', 'VVTS']",obs
